movieId,title,genres,clean_title,rating_count,rating_mean,rating_std,user_tags,combined_features,rating_count_norm,rating_mean_norm,popularity_score
2133,Adventures in Babysitting (1987),Adventure|Comedy,Adventures in Babysitting,20.0,3.32,0.99,,Adventure|Comedy|,0.057926829268292686,0.6266666666666666,0.4560447154471544
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,Weird Science,22.0,3.11,0.86,,Comedy|Fantasy|Sci-Fi|,0.06402439024390244,0.58,0.4252073170731707
2135,Doctor Dolittle (1967),Adventure|Children|Musical,Doctor Dolittle,11.0,3.77,1.08,,Adventure|Children|Musical|,0.03048780487804878,0.7266666666666667,0.5178130081300812
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,"Nutty Professor, The",14.0,2.46,1.15,,Comedy|Sci-Fi|,0.039634146341463415,0.43555555555555553,0.3167791327913279
2137,Charlotte's Web (1973),Animation|Children,Charlotte's Web,21.0,3.55,0.99,,Animation|Children|,0.06097560975609756,0.6777777777777777,0.4927371273712736
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,Watership Down,10.0,4.05,0.55,beautiful|atmospheric,Adventure|Animation|Children|Drama|Fantasy|beautiful|atmospheric,0.027439024390243903,0.7888888888888889,0.5604539295392953
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,"Secret of NIMH, The",21.0,3.48,0.73,mice,Adventure|Animation|Children|Drama|mice,0.06097560975609756,0.6622222222222223,0.48184823848238484
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,"Dark Crystal, The",34.0,3.54,0.82,,Adventure|Fantasy|,0.10060975609756098,0.6755555555555556,0.5030718157181572
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,"American Tail, An",18.0,3.17,1.26,,Adventure|Animation|Children|Comedy|,0.051829268292682924,0.5933333333333333,0.43088211382113817
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,"American Tail: Fievel Goes West, An",10.0,2.7,0.79,,Adventure|Animation|Children|Musical|Western|,0.027439024390243903,0.48888888888888893,0.3504539295392954
2143,Legend (1985),Adventure|Fantasy|Romance,Legend,13.0,3.08,0.76,,Adventure|Fantasy|Romance|,0.036585365853658534,0.5733333333333334,0.4123089430894309
2144,Sixteen Candles (1984),Comedy|Romance,Sixteen Candles,49.0,3.6,0.85,,Comedy|Romance|,0.14634146341463414,0.6888888888888889,0.5261246612466124
2145,Pretty in Pink (1986),Comedy|Drama|Romance,Pretty in Pink,33.0,3.24,0.8,high school|1980s,Comedy|Drama|Romance|high school|1980s,0.0975609756097561,0.6088888888888889,0.455490514905149
2146,St. Elmo's Fire (1985),Drama|Romance,St. Elmo's Fire,16.0,3.22,1.02,post-college,Drama|Romance|post-college,0.04573170731707317,0.6044444444444445,0.43683062330623307
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,"Clan of the Cave Bear, The",3.0,2.67,0.58,,Adventure|Drama|Fantasy|,0.006097560975609756,0.4822222222222222,0.3393848238482385
2148,House (1986),Comedy|Fantasy|Horror,House,9.0,3.06,1.18,,Comedy|Fantasy|Horror|,0.024390243902439025,0.5688888888888889,0.4055392953929539
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,House II: The Second Story,4.0,1.75,1.5,,Comedy|Fantasy|Horror|,0.009146341463414634,0.2777777777777778,0.19718834688346884
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,"Gods Must Be Crazy, The",28.0,3.89,0.95,,Adventure|Comedy|,0.08231707317073171,0.7533333333333334,0.5520284552845528
2151,"Gods Must Be Crazy II, The (1989)",Comedy,"Gods Must Be Crazy II, The",6.0,3.75,0.99,,Comedy|,0.01524390243902439,0.7222222222222222,0.5101287262872628
2152,Air Bud: Golden Receiver (1998),Children|Comedy,Air Bud: Golden Receiver,3.0,2.0,0.0,,Children|Comedy|,0.006097560975609756,0.3333333333333333,0.23516260162601624
2153,"Avengers, The (1998)",Action|Adventure,"Avengers, The",11.0,2.32,0.84,,Action|Adventure|,0.03048780487804878,0.4044444444444444,0.2922574525745257
2154,How Stella Got Her Groove Back (1998),Drama|Romance,How Stella Got Her Groove Back,2.0,1.75,0.35,,Drama|Romance|,0.003048780487804878,0.2777777777777778,0.1953590785907859
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,"Slums of Beverly Hills, The",8.0,3.62,0.74,,Comedy|Drama|,0.021341463414634148,0.6933333333333334,0.4917357723577236
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,"Best Man, The",1.0,4.0,,,Comedy|Drama|Romance|,0.0,0.7777777777777778,0.5444444444444444
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,Henry: Portrait of a Serial Killer,7.0,3.93,0.89,,Crime|Horror|Thriller|,0.018292682926829267,0.7622222222222222,0.5390433604336043
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,Rosemary's Baby,32.0,4.17,0.73,demons|creepy|paranoia|Atmospheric|scary|suspense,Drama|Horror|Thriller|demons|creepy|paranoia|Atmospheric|scary|suspense,0.09451219512195122,0.8155555555555556,0.5992425474254742
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,"NeverEnding Story, The",43.0,3.58,0.94,,Adventure|Children|Fantasy|,0.12804878048780488,0.6844444444444444,0.5175257452574525
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,"NeverEnding Story II: The Next Chapter, The",8.0,2.5,0.93,,Adventure|Children|Fantasy|,0.021341463414634148,0.4444444444444444,0.3175135501355013
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,Attack of the Killer Tomatoes!,5.0,2.2,0.76,,Comedy|Horror|,0.012195121951219513,0.3777777777777778,0.26810298102981034
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,Surf Nazis Must Die,1.0,1.0,,,Action|Comedy|Drama|Horror|,0.0,0.1111111111111111,0.07777777777777777
2165,Your Friends and Neighbors (1998),Comedy|Drama,Your Friends and Neighbors,2.0,3.5,0.71,,Comedy|Drama|,0.003048780487804878,0.6666666666666666,0.4675813008130081
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,Return to Paradise,4.0,2.5,1.0,,Crime|Drama|Romance|Thriller|,0.009146341463414634,0.4444444444444444,0.31385501355013545
2167,Blade (1998),Action|Horror|Thriller,Blade,58.0,3.36,0.94,vampires,Action|Horror|Thriller|vampires,0.17378048780487804,0.6355555555555555,0.49702303523035224
2169,Dead Man on Campus (1998),Comedy,Dead Man on Campus,7.0,2.29,0.91,,Comedy|,0.018292682926829267,0.3977777777777778,0.2839322493224932
2170,Wrongfully Accused (1998),Action|Comedy,Wrongfully Accused,5.0,2.4,1.08,,Action|Comedy|,0.012195121951219513,0.4222222222222222,0.2992140921409214
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,Next Stop Wonderland,8.0,3.31,0.96,personals ads|aquarium|Boston,Comedy|Drama|Romance|personals ads|aquarium|Boston,0.021341463414634148,0.6244444444444445,0.44351355013550137
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,Strike!,1.0,3.0,,,Comedy|Drama|,0.0,0.5555555555555556,0.3888888888888889
2174,Beetlejuice (1988),Comedy|Fantasy,Beetlejuice,91.0,3.47,0.91,,Comedy|Fantasy|,0.27439024390243905,0.66,0.5443170731707316
2175,Déjà Vu (1997),Drama|Romance,Déjà Vu,1.0,4.5,,,Drama|Romance|,0.0,0.8888888888888888,0.6222222222222221
2176,Rope (1948),Crime|Drama|Thriller,Rope,10.0,3.9,0.52,,Crime|Drama|Thriller|,0.027439024390243903,0.7555555555555555,0.537120596205962
2177,Family Plot (1976),Comedy|Thriller,Family Plot,3.0,3.17,0.29,,Comedy|Thriller|,0.006097560975609756,0.5933333333333333,0.4171626016260162
2178,Frenzy (1972),Thriller,Frenzy,2.0,3.5,0.71,,Thriller|,0.003048780487804878,0.6666666666666666,0.4675813008130081
2179,Topaz (1969),Thriller,Topaz,1.0,3.0,,,Thriller|,0.0,0.5555555555555556,0.3888888888888889
2180,Torn Curtain (1966),Thriller,Torn Curtain,1.0,3.5,,,Thriller|,0.0,0.6666666666666666,0.4666666666666666
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,Marnie,4.0,3.62,0.63,,Drama|Mystery|Romance|Thriller|,0.009146341463414634,0.6933333333333334,0.48807723577235773
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,"Wrong Man, The",4.0,2.88,1.03,,Drama|Film-Noir|Thriller|,0.009146341463414634,0.5288888888888889,0.37296612466124657
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,"Man Who Knew Too Much, The",9.0,3.56,0.88,,Adventure|Drama|Mystery|Thriller|,0.024390243902439025,0.68,0.4833170731707317
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,"Trouble with Harry, The",6.0,3.42,1.02,,Comedy|Mystery|,0.01524390243902439,0.6488888888888888,0.45879539295392946
2185,I Confess (1953),Thriller,I Confess,2.0,4.0,0.0,,Thriller|,0.003048780487804878,0.7777777777777778,0.5453590785907858
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,Strangers on a Train,25.0,3.98,0.97,murder,Crime|Drama|Film-Noir|Thriller|murder,0.07317073170731707,0.7733333333333333,0.5632845528455285
2187,Stage Fright (1950),Mystery|Romance|Thriller,Stage Fright,2.0,3.5,0.0,theater,Mystery|Romance|Thriller|theater,0.003048780487804878,0.6666666666666666,0.4675813008130081
2188,54 (1998),Drama,54,5.0,2.0,0.71,,Drama|,0.012195121951219513,0.3333333333333333,0.23699186991869917
2190,Why Do Fools Fall In Love? (1998),Drama,Why Do Fools Fall In Love?,1.0,2.0,,,Drama|,0.0,0.3333333333333333,0.2333333333333333
2193,Willow (1988),Action|Adventure|Fantasy,Willow,40.0,3.34,1.03,,Action|Adventure|Fantasy|,0.11890243902439024,0.6311111111111111,0.47744850948509476
2194,"Untouchables, The (1987)",Action|Crime|Drama,"Untouchables, The",65.0,3.94,0.73,gangsters|Capone,Action|Crime|Drama|gangsters|Capone,0.1951219512195122,0.7644444444444445,0.5936476964769648
2195,Dirty Work (1998),Comedy,Dirty Work,7.0,3.21,1.07,,Comedy|,0.018292682926829267,0.6022222222222222,0.4270433604336043
2196,Knock Off (1998),Action,Knock Off,1.0,5.0,,,Action|,0.0,1.0,0.7
2201,"Paradine Case, The (1947)",Drama,"Paradine Case, The",2.0,3.5,0.71,,Drama|,0.003048780487804878,0.6666666666666666,0.4675813008130081
2202,Lifeboat (1944),Drama|War,Lifeboat,7.0,4.36,0.75,survival,Drama|War|survival,0.018292682926829267,0.8577777777777779,0.6059322493224932
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,Shadow of a Doubt,7.0,4.14,0.69,small towns,Crime|Drama|Thriller|small towns,0.018292682926829267,0.8088888888888888,0.5717100271002709
2204,Saboteur (1942),Mystery|Thriller,Saboteur,4.0,3.88,0.85,,Mystery|Thriller|,0.009146341463414634,0.7511111111111111,0.528521680216802
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,Mr. & Mrs. Smith,4.0,2.88,0.48,,Comedy|Romance|,0.009146341463414634,0.5288888888888889,0.37296612466124657
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,Suspicion,5.0,4.0,0.79,paranoia,Film-Noir|Mystery|Thriller|paranoia,0.012195121951219513,0.7777777777777778,0.5481029810298103
2207,Jamaica Inn (1939),Drama,Jamaica Inn,1.0,3.0,,,Drama|,0.0,0.5555555555555556,0.3888888888888889
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,"Lady Vanishes, The",6.0,3.92,0.8,train,Drama|Mystery|Thriller|train,0.01524390243902439,0.76,0.5365731707317072
2210,Sabotage (1936),Thriller,Sabotage,2.0,3.25,0.35,,Thriller|,0.003048780487804878,0.6111111111111112,0.4286924119241193
2211,Secret Agent (1936),Thriller,Secret Agent,1.0,3.0,,,Thriller|,0.0,0.5555555555555556,0.3888888888888889
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,"Man Who Knew Too Much, The",3.0,3.67,0.58,,Drama|Thriller|,0.006097560975609756,0.7044444444444444,0.494940379403794
2226,"Ring, The (1927)",Drama,"Ring, The",1.0,1.0,,,Drama|,0.0,0.1111111111111111,0.07777777777777777
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,"Lodger: A Story of the London Fog, The",3.0,3.5,0.5,,Crime|Drama|Thriller|,0.006097560975609756,0.6666666666666666,0.46849593495934955
2231,Rounders (1998),Drama,Rounders,36.0,3.86,0.73,,Drama|,0.10670731707317073,0.7466666666666666,0.5546788617886178
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,Cube,27.0,3.43,1.12,,Horror|Mystery|Sci-Fi|Thriller|,0.07926829268292683,0.6511111111111112,0.47955826558265585
2236,Simon Birch (1998),Drama,Simon Birch,9.0,3.0,1.0,,Drama|,0.024390243902439025,0.5555555555555556,0.3962059620596206
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Swept Away,6.0,4.67,0.52,,Comedy|Drama|,0.01524390243902439,0.9266666666666666,0.6532398373983739
2240,My Bodyguard (1980),Drama,My Bodyguard,7.0,3.86,0.9,,Drama|,0.018292682926829267,0.7466666666666666,0.5281544715447154
2241,Class (1983),Comedy,Class,4.0,3.5,1.29,,Comedy|,0.009146341463414634,0.6666666666666666,0.469410569105691
2243,Broadcast News (1987),Comedy|Drama|Romance,Broadcast News,28.0,3.43,0.99,journalism,Comedy|Drama|Romance|journalism,0.08231707317073171,0.6511111111111112,0.4804728997289973
2244,"Allnighter, The (1987)",Comedy|Romance,"Allnighter, The",2.0,1.5,0.71,,Comedy|Romance|,0.003048780487804878,0.2222222222222222,0.156470189701897
2245,Working Girl (1988),Comedy|Drama|Romance,Working Girl,22.0,3.2,0.8,,Comedy|Drama|Romance|,0.06402439024390244,0.6000000000000001,0.4392073170731708
2247,Married to the Mob (1988),Comedy,Married to the Mob,12.0,3.0,0.85,Mafia,Comedy|Mafia,0.03353658536585366,0.5555555555555556,0.398949864498645
2248,Say Anything... (1989),Comedy|Drama|Romance,Say Anything...,39.0,3.92,0.82,Lloyd Dobbler|In Your Eyes,Comedy|Drama|Romance|Lloyd Dobbler|In Your Eyes,0.11585365853658537,0.76,0.5667560975609756
2249,My Blue Heaven (1990),Comedy,My Blue Heaven,11.0,3.18,1.08,Mafia,Comedy|Mafia,0.03048780487804878,0.5955555555555556,0.42603523035230356
2252,Hero (1992),Comedy|Drama,Hero,5.0,2.5,1.12,,Comedy|Drama|,0.012195121951219513,0.4444444444444444,0.3147696476964769
2253,Toys (1992),Comedy|Fantasy,Toys,20.0,2.38,0.93,,Comedy|Fantasy|,0.057926829268292686,0.41777777777777775,0.3098224932249322
2255,Young Doctors in Love (1982),Comedy,Young Doctors in Love,2.0,1.5,0.71,,Comedy|,0.003048780487804878,0.2222222222222222,0.156470189701897
2256,Parasite (1982),Horror|Sci-Fi,Parasite,2.0,2.5,0.71,,Horror|Sci-Fi|,0.003048780487804878,0.4444444444444444,0.3120257452574525
2257,No Small Affair (1984),Comedy|Romance,No Small Affair,1.0,4.0,,,Comedy|Romance|,0.0,0.7777777777777778,0.5444444444444444
2259,Blame It on Rio (1984),Comedy|Romance,Blame It on Rio,8.0,3.19,1.07,,Comedy|Romance|,0.021341463414634148,0.5977777777777777,0.42484688346883465
2260,Wisdom (1986),Crime|Drama,Wisdom,2.0,2.5,0.71,,Crime|Drama|,0.003048780487804878,0.4444444444444444,0.3120257452574525
2261,One Crazy Summer (1986),Comedy,One Crazy Summer,6.0,3.0,1.45,,Comedy|,0.01524390243902439,0.5555555555555556,0.3934620596205962
2262,About Last Night... (1986),Comedy|Drama|Romance,About Last Night...,9.0,3.0,0.5,,Comedy|Drama|Romance|,0.024390243902439025,0.5555555555555556,0.3962059620596206
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,"Seventh Sign, The",5.0,2.8,0.84,,Drama|Fantasy|Thriller|,0.012195121951219513,0.5111111111111111,0.3614363143631436
2264,We're No Angels (1989),Comedy|Crime,We're No Angels,4.0,2.75,0.5,,Comedy|Crime|,0.009146341463414634,0.5,0.35274390243902437
2265,Nothing But Trouble (1991),Adventure|Comedy,Nothing But Trouble,4.0,2.38,0.63,,Adventure|Comedy|,0.009146341463414634,0.41777777777777775,0.2951883468834688
2266,"Butcher's Wife, The (1991)",Comedy|Romance,"Butcher's Wife, The",5.0,3.1,0.74,,Comedy|Romance|,0.012195121951219513,0.5777777777777778,0.4081029810298103
2267,Mortal Thoughts (1991),Mystery|Thriller,Mortal Thoughts,2.0,2.5,0.71,,Mystery|Thriller|,0.003048780487804878,0.4444444444444444,0.3120257452574525
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,"Few Good Men, A",57.0,3.79,0.74,military|court,Crime|Drama|Thriller|military|court,0.17073170731707318,0.7311111111111112,0.5629972899728998
2269,Indecent Proposal (1993),Drama|Romance,Indecent Proposal,8.0,3.0,1.04,,Drama|Romance|,0.021341463414634148,0.5555555555555556,0.39529132791327914
2271,Permanent Midnight (1998),Drama,Permanent Midnight,2.0,3.0,0.0,,Drama|,0.003048780487804878,0.5555555555555556,0.38980352303523036
2272,One True Thing (1998),Drama,One True Thing,2.0,2.75,0.35,,Drama|,0.003048780487804878,0.5,0.35091463414634144
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,Rush Hour,42.0,3.26,0.9,,Action|Comedy|Crime|Thriller|,0.125,0.6133333333333333,0.46683333333333327
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,Six-String Samurai,5.0,3.6,1.29,,Action|Adventure|Sci-Fi|,0.012195121951219513,0.6888888888888889,0.485880758807588
2278,Ronin (1998),Action|Crime|Thriller,Ronin,43.0,3.52,0.98,,Action|Crime|Thriller|,0.12804878048780488,0.6711111111111111,0.5081924119241192
2279,Urban Legend (1998),Horror|Thriller,Urban Legend,10.0,2.4,0.61,,Horror|Thriller|,0.027439024390243903,0.4222222222222222,0.3037872628726287
2280,Clay Pigeons (1998),Crime,Clay Pigeons,2.0,3.0,0.0,,Crime|,0.003048780487804878,0.5555555555555556,0.38980352303523036
2281,Monument Ave. (1998),Action|Crime|Drama,Monument Ave.,1.0,2.5,,,Action|Crime|Drama|,0.0,0.4444444444444444,0.31111111111111106
2282,Pecker (1998),Comedy|Drama,Pecker,6.0,3.42,1.43,,Comedy|Drama|,0.01524390243902439,0.6488888888888888,0.45879539295392946
2283,"Sheltering Sky, The (1990)",Drama,"Sheltering Sky, The",2.0,3.5,0.71,,Drama|,0.003048780487804878,0.6666666666666666,0.4675813008130081
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,"Fiendish Plot of Dr. Fu Manchu, The",1.0,2.0,,,Comedy|,0.0,0.3333333333333333,0.2333333333333333
2287,Them! (1954),Horror|Sci-Fi|Thriller,Them!,5.0,3.8,0.76,,Horror|Sci-Fi|Thriller|,0.012195121951219513,0.7333333333333333,0.5169918699186992
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,"Thing, The",45.0,3.93,1.05,,Action|Horror|Sci-Fi|Thriller|,0.13414634146341464,0.7622222222222222,0.57379945799458
2289,"Player, The (1992)",Comedy|Crime|Drama,"Player, The",38.0,3.95,0.84,,Comedy|Crime|Drama|,0.11280487804878049,0.7666666666666667,0.5705081300813007
2290,Stardust Memories (1980),Comedy|Drama,Stardust Memories,5.0,3.6,1.56,,Comedy|Drama|,0.012195121951219513,0.6888888888888889,0.485880758807588
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,Edward Scissorhands,80.0,3.7,0.63,freaks,Drama|Fantasy|Romance|freaks,0.24085365853658536,0.7111111111111111,0.5700338753387534
2292,Overnight Delivery (1998),Comedy|Romance,Overnight Delivery,1.0,2.5,,,Comedy|Romance|,0.0,0.4444444444444444,0.31111111111111106
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,Antz,45.0,3.24,0.77,,Adventure|Animation|Children|Comedy|Fantasy|,0.13414634146341464,0.6088888888888889,0.4664661246612466
2295,"Impostors, The (1998)",Comedy,"Impostors, The",2.0,4.5,0.71,Screwball,Comedy|Screwball,0.003048780487804878,0.8888888888888888,0.6231368563685635
2296,"Night at the Roxbury, A (1998)",Comedy,"Night at the Roxbury, A",10.0,2.1,1.07,SNL,Comedy|SNL,0.027439024390243903,0.35555555555555557,0.25712059620596206
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,What Dreams May Come,14.0,3.64,0.93,,Adventure|Drama|Fantasy|Romance|,0.039634146341463415,0.6977777777777778,0.5003346883468834
2298,Strangeland (1998),Thriller,Strangeland,1.0,4.0,,,Thriller|,0.0,0.7777777777777778,0.5444444444444444
2300,"Producers, The (1968)",Comedy,"Producers, The",33.0,3.97,1.05,Broadway,Comedy|Broadway,0.0975609756097561,0.7711111111111112,0.5690460704607047
2301,History of the World: Part I (1981),Comedy|Musical,History of the World: Part I,16.0,3.62,0.85,,Comedy|Musical|,0.04573170731707317,0.6933333333333334,0.4990528455284553
2302,My Cousin Vinny (1992),Comedy,My Cousin Vinny,59.0,3.26,1.03,court,Comedy|court,0.17682926829268292,0.6133333333333333,0.48238211382113816
2303,Nashville (1975),Drama|Musical,Nashville,5.0,3.6,0.89,,Drama|Musical|,0.012195121951219513,0.6888888888888889,0.485880758807588
2304,Love Is the Devil (1998),Drama,Love Is the Devil,1.0,4.0,,,Drama|,0.0,0.7777777777777778,0.5444444444444444
2306,Holy Man (1998),Comedy,Holy Man,6.0,2.58,0.66,,Comedy|,0.01524390243902439,0.46222222222222226,0.32812872628726286
2307,One Tough Cop (1998),Action|Crime,One Tough Cop,1.0,3.0,,,Action|Crime|,0.0,0.5555555555555556,0.3888888888888889
2310,"Mighty, The (1998)",Drama,"Mighty, The",3.0,3.67,0.58,adolescence,Drama|adolescence,0.006097560975609756,0.7044444444444444,0.494940379403794
2311,2010: The Year We Make Contact (1984),Sci-Fi,2010: The Year We Make Contact,17.0,3.59,0.67,,Sci-Fi|,0.04878048780487805,0.6866666666666666,0.49530081300813006
2312,Children of a Lesser God (1986),Drama,Children of a Lesser God,12.0,3.83,0.81,death penalty,Drama|death penalty,0.03353658536585366,0.74,0.5280609756097561
2313,"Elephant Man, The (1980)",Drama,"Elephant Man, The",17.0,4.03,0.54,freaks,Drama|freaks,0.04878048780487805,0.7844444444444445,0.5637452574525745
2314,Beloved (1998),Drama,Beloved,2.0,4.5,0.71,,Drama|,0.003048780487804878,0.8888888888888888,0.6231368563685635
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,Bride of Chucky,6.0,2.17,1.21,,Comedy|Horror|Thriller|,0.01524390243902439,0.3711111111111111,0.2643509485094851
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,Practical Magic,7.0,3.21,1.19,,Drama|Fantasy|Mystery|Romance|,0.018292682926829267,0.6022222222222222,0.4270433604336043
2318,Happiness (1998),Comedy|Drama,Happiness,16.0,4.12,1.01,,Comedy|Drama|,0.04573170731707317,0.8044444444444445,0.576830623306233
2320,Apt Pupil (1998),Drama|Thriller,Apt Pupil,9.0,3.0,0.79,,Drama|Thriller|,0.024390243902439025,0.5555555555555556,0.3962059620596206
2321,Pleasantville (1998),Comedy|Drama|Fantasy,Pleasantville,61.0,3.48,1.01,,Comedy|Drama|Fantasy|,0.18292682926829268,0.6622222222222223,0.5184336043360434
2322,Soldier (1998),Action|Sci-Fi|War,Soldier,8.0,3.06,0.86,,Action|Sci-Fi|War|,0.021341463414634148,0.5688888888888889,0.40462466124661245
2323,"Cruise, The (1998)",Documentary,"Cruise, The",2.0,4.25,1.06,,Documentary|,0.003048780487804878,0.8333333333333334,0.5842479674796748
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Life Is Beautiful,88.0,4.15,1.04,Holocaust|tearjerking|Heartwarming|sentimental|bittersweet|tear jerker|poignant|emotional,Comedy|Drama|Romance|War|Holocaust|tearjerking|Heartwarming|sentimental|bittersweet|tear jerker|poignant|emotional,0.2652439024390244,0.8111111111111112,0.6473509485094852
2325,Orgazmo (1997),Comedy,Orgazmo,13.0,3.12,1.21,,Comedy|,0.036585365853658534,0.5822222222222222,0.4185311653116531
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,Tales from the Darkside: The Movie,3.0,3.67,1.53,,Fantasy|Horror|Thriller|,0.006097560975609756,0.7044444444444444,0.494940379403794
2328,Vampires (1998),Horror|Western,Vampires,7.0,2.43,1.24,,Horror|Western|,0.018292682926829267,0.42888888888888893,0.305710027100271
2329,American History X (1998),Crime|Drama,American History X,129.0,4.22,0.64,politics|racism|thought-provoking|edward norton|emotional,Crime|Drama|politics|racism|thought-provoking|edward norton|emotional,0.3902439024390244,0.8266666666666667,0.695739837398374
2330,Hands on a Hard Body (1996),Comedy|Documentary,Hands on a Hard Body,2.0,4.5,0.71,,Comedy|Documentary|,0.003048780487804878,0.8888888888888888,0.6231368563685635
2331,Living Out Loud (1998),Comedy|Drama|Romance,Living Out Loud,3.0,3.0,1.0,,Comedy|Drama|Romance|,0.006097560975609756,0.5555555555555556,0.3907181571815718
2332,Belly (1998),Crime|Drama,Belly,2.0,1.25,0.35,,Crime|Drama|,0.003048780487804878,0.16666666666666666,0.11758130081300812
2333,Gods and Monsters (1998),Drama,Gods and Monsters,4.0,4.12,0.63,,Drama|,0.009146341463414634,0.8044444444444445,0.5658550135501355
2334,"Siege, The (1998)",Action|Thriller,"Siege, The",13.0,2.81,0.93,terrorism,Action|Thriller|terrorism,0.036585365853658534,0.5133333333333333,0.37030894308943085
2335,"Waterboy, The (1998)",Comedy,"Waterboy, The",28.0,3.18,0.8,football,Comedy|football,0.08231707317073171,0.5955555555555556,0.44158401084010845
2336,Elizabeth (1998),Drama,Elizabeth,23.0,3.67,0.95,England,Drama|England,0.06707317073170732,0.7044444444444444,0.5132330623306233
2337,Velvet Goldmine (1998),Drama,Velvet Goldmine,4.0,3.38,0.48,,Drama|,0.009146341463414634,0.64,0.45074390243902435
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,I Still Know What You Did Last Summer,18.0,2.06,1.1,,Horror|Mystery|Thriller|,0.051829268292682924,0.3466666666666667,0.25821544715447153
2339,I'll Be Home For Christmas (1998),Comedy|Romance,I'll Be Home For Christmas,1.0,1.5,,,Comedy|Romance|,0.0,0.2222222222222222,0.15555555555555553
2340,Meet Joe Black (1998),Romance,Meet Joe Black,20.0,3.05,1.19,,Romance|,0.057926829268292686,0.5666666666666667,0.41404471544715443
2342,Hard Core Logo (1996),Comedy|Drama,Hard Core Logo,2.0,4.0,1.41,,Comedy|Drama|,0.003048780487804878,0.7777777777777778,0.5453590785907858
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Runaway Train,8.0,3.25,0.71,,Action|Adventure|Drama|Thriller|,0.021341463414634148,0.6111111111111112,0.43418021680216806
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,"Stepford Wives, The",11.0,3.18,0.72,,Mystery|Sci-Fi|Thriller|,0.03048780487804878,0.5955555555555556,0.42603523035230356
2347,"Pope of Greenwich Village, The (1984)",Drama,"Pope of Greenwich Village, The",3.0,2.33,1.15,,Drama|,0.006097560975609756,0.4066666666666667,0.2864959349593496
2348,Sid and Nancy (1986),Drama,Sid and Nancy,8.0,3.44,0.73,,Drama|,0.021341463414634148,0.6533333333333333,0.46373577235772356
